StockCode,Description,CustomerID,Country,UnitPrice,Quantity
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,16442.0,United Kingdom,2.95,2.0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,17059.0,United Kingdom,2.95,3.0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,17213.0,United Kingdom,2.95,6.0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,17809.0,United Kingdom,2.95,18.0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,18156.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,12838.0,United Kingdom,2.95,3.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14088.0,United Kingdom,2.55,6.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14577.0,United Kingdom,2.95,4.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14713.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14770.0,United Kingdom,2.95,6.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,14800.0,United Kingdom,2.95,5.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,15356.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,15769.0,United Kingdom,2.55,36.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,15998.0,United Kingdom,2.95,2.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16019.0,United Kingdom,2.95,3.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16161.0,United Kingdom,2.95,3.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16241.0,United Kingdom,2.95,7.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16244.0,United Kingdom,2.95,6.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16442.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16735.0,United Kingdom,2.95,5.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16885.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,16931.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17007.0,United Kingdom,2.95,6.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17059.0,United Kingdom,2.95,3.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17062.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17213.0,United Kingdom,2.95,6.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17341.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17609.0,United Kingdom,2.95,1.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17809.0,United Kingdom,2.95,18.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17827.0,United Kingdom,2.95,2.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,17894.0,United Kingdom,2.95,2.0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,18156.0,United Kingdom,2.95,1.0
84033,FLAG OF ST GEORGE,18118.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,12377.0,Switzerland,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,12433.0,Norway,1.25,144.0
84050,PINK HEART SHAPE EGG FRYING PAN,12539.0,Spain,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,12591.0,Italy,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,12647.0,Germany,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,12721.0,France,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,12748.0,United Kingdom,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,12839.0,United Kingdom,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,12951.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,13049.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,13089.0,United Kingdom,1.65,24.0
84050,PINK HEART SHAPE EGG FRYING PAN,13093.0,United Kingdom,1.65,84.0
84050,PINK HEART SHAPE EGG FRYING PAN,13098.0,United Kingdom,1.25,72.0
84050,PINK HEART SHAPE EGG FRYING PAN,13174.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,13246.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,13263.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,13615.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,13652.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,13742.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,13777.0,United Kingdom,1.25,312.0
84050,PINK HEART SHAPE EGG FRYING PAN,13969.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14099.0,United Kingdom,1.65,13.0
84050,PINK HEART SHAPE EGG FRYING PAN,14175.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14189.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14329.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14404.0,United Kingdom,1.65,11.0
84050,PINK HEART SHAPE EGG FRYING PAN,14572.0,United Kingdom,1.65,5.0
84050,PINK HEART SHAPE EGG FRYING PAN,14577.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14657.0,United Kingdom,1.65,3.0
84050,PINK HEART SHAPE EGG FRYING PAN,14701.0,United Kingdom,1.65,5.0
84050,PINK HEART SHAPE EGG FRYING PAN,14723.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,14761.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,14911.0,EIRE,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,15002.0,United Kingdom,1.65,8.0
84050,PINK HEART SHAPE EGG FRYING PAN,15023.0,United Kingdom,1.65,9.0
84050,PINK HEART SHAPE EGG FRYING PAN,15039.0,United Kingdom,1.65,13.0
84050,PINK HEART SHAPE EGG FRYING PAN,15311.0,United Kingdom,1.25,72.0
84050,PINK HEART SHAPE EGG FRYING PAN,15379.0,United Kingdom,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,15498.0,United Kingdom,1.65,10.0
84050,PINK HEART SHAPE EGG FRYING PAN,15513.0,United Kingdom,1.25,72.0
84050,PINK HEART SHAPE EGG FRYING PAN,15518.0,United Kingdom,1.65,10.0
84050,PINK HEART SHAPE EGG FRYING PAN,15549.0,United Kingdom,1.65,12.0
84050,PINK HEART SHAPE EGG FRYING PAN,15856.0,United Kingdom,1.25,144.0
84050,PINK HEART SHAPE EGG FRYING PAN,15910.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,16206.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,16222.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,16327.0,United Kingdom,1.65,4.0
84050,PINK HEART SHAPE EGG FRYING PAN,16553.0,United Kingdom,1.25,72.0
84050,PINK HEART SHAPE EGG FRYING PAN,16670.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,16686.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,16714.0,United Kingdom,1.65,9.0
84050,PINK HEART SHAPE EGG FRYING PAN,16779.0,United Kingdom,1.25,72.0
84050,PINK HEART SHAPE EGG FRYING PAN,17213.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,17406.0,United Kingdom,1.65,9.0
84050,PINK HEART SHAPE EGG FRYING PAN,17504.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,17581.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,17596.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,17735.0,United Kingdom,1.65,18.0
84050,PINK HEART SHAPE EGG FRYING PAN,17796.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,17799.0,United Kingdom,1.65,7.0
84050,PINK HEART SHAPE EGG FRYING PAN,17841.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,17954.0,United Kingdom,1.65,3.0
84050,PINK HEART SHAPE EGG FRYING PAN,18069.0,United Kingdom,1.65,4.0
84050,PINK HEART SHAPE EGG FRYING PAN,18116.0,United Kingdom,1.65,2.0
84050,PINK HEART SHAPE EGG FRYING PAN,18118.0,United Kingdom,1.65,1.0
84050,PINK HEART SHAPE EGG FRYING PAN,18171.0,United Kingdom,1.65,6.0
84050,PINK HEART SHAPE EGG FRYING PAN,18223.0,United Kingdom,1.65,12.0
84051,ASS COLOUR GLOWING TIARAS,12721.0,France,0.85,10.0
84051,ASS COLOUR GLOWING TIARAS,15880.0,United Kingdom,0.85,4.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12540.0,Spain,0.29,96.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12553.0,France,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,12748.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13198.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13330.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13370.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13488.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13506.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14032.0,United Kingdom,0.29,96.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14047.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14049.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14544.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14669.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,14800.0,United Kingdom,0.29,96.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15093.0,United Kingdom,0.21,576.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15179.0,United Kingdom,0.21,288.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15281.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15358.0,United Kingdom,0.29,240.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15498.0,United Kingdom,0.29,144.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15563.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15581.0,United Kingdom,0.29,3.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15640.0,United Kingdom,0.29,96.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15750.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,16496.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,16686.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,16754.0,United Kingdom,0.18,2880.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17017.0,United Kingdom,0.29,240.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17211.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17311.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17340.0,United Kingdom,0.29,96.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17365.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17400.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17404.0,Sweden,0.29,576.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,17671.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,18065.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,18097.0,United Kingdom,0.29,48.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,18125.0,United Kingdom,0.29,48.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,12530.0,Germany,34.95,4.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,12980.0,United Kingdom,34.95,32.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,13089.0,United Kingdom,34.95,12.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,15052.0,United Kingdom,39.95,2.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,17841.0,United Kingdom,39.95,2.0
84078A,SET/4 WHITE RETRO STORAGE CUBES,17988.0,United Kingdom,39.95,1.0
84192,ASSORTED COLOUR METAL CAT,13369.0,United Kingdom,1.25,12.0
84199,GLOW IN DARK DOLPHINS,15867.0,United Kingdom,0.21,4.0
84199,GLOW IN DARK DOLPHINS,17338.0,United Kingdom,0.21,9.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",13081.0,United Kingdom,0.65,24.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",14083.0,United Kingdom,0.65,1.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",15039.0,United Kingdom,0.42,480.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",15062.0,United Kingdom,0.65,24.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",15805.0,United Kingdom,0.65,24.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",15916.0,United Kingdom,0.65,12.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",16904.0,United Kingdom,0.65,6.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",16927.0,United Kingdom,0.42,480.0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",17811.0,United Kingdom,0.65,6.0
84218,BOX/12 CHICK & EGG IN BASKET,12415.0,Australia,1.69,60.0
84218,BOX/12 CHICK & EGG IN BASKET,12841.0,United Kingdom,1.95,2.0
84218,BOX/12 CHICK & EGG IN BASKET,14049.0,United Kingdom,1.95,1.0
84218,BOX/12 CHICK & EGG IN BASKET,14130.0,United Kingdom,1.95,1.0
84218,BOX/12 CHICK & EGG IN BASKET,14657.0,United Kingdom,1.95,2.0
84218,BOX/12 CHICK & EGG IN BASKET,14659.0,United Kingdom,1.95,1.0
84218,BOX/12 CHICK & EGG IN BASKET,15235.0,United Kingdom,1.95,6.0
84218,BOX/12 CHICK & EGG IN BASKET,15820.0,United Kingdom,1.95,1.0
84226,HEN HOUSE W FAMILY IN BARN & NEST,12841.0,United Kingdom,0.85,2.0
84228,HEN HOUSE W CHICK STANDING,12415.0,Australia,0.37,120.0
84228,HEN HOUSE W CHICK STANDING,12471.0,Germany,0.42,24.0
84228,HEN HOUSE W CHICK STANDING,12841.0,United Kingdom,0.42,2.0
84231,EASTER BUNNY WITH BASKET ON BACK,12841.0,United Kingdom,0.65,2.0
84231,EASTER BUNNY WITH BASKET ON BACK,14049.0,United Kingdom,0.65,10.0
84231,EASTER BUNNY WITH BASKET ON BACK,17609.0,United Kingdom,0.65,3.0
84247E,PACK/12 XMAS FUN CARD,17179.0,United Kingdom,2.95,12.0
84247E,PACK/12 XMAS FUN CARD,17194.0,United Kingdom,2.95,1.0
84247E,PACK/12 XMAS FUN CARD,17341.0,United Kingdom,2.95,1.0
84247E,PACK/12 XMAS FUN CARD,17375.0,United Kingdom,2.95,1.0
84247E,PACK/12 XMAS FUN CARD,17591.0,United Kingdom,2.95,2.0
84247E,PACK/12 XMAS FUN CARD,17913.0,United Kingdom,2.95,1.0
84247E,PACK/12 XMAS FUN CARD,18004.0,United Kingdom,2.95,2.0
84247G,"DECOUPAGE,GREETING CARD,",13081.0,United Kingdom,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",13089.0,United Kingdom,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",14911.0,EIRE,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",15093.0,United Kingdom,0.42,48.0
84247G,"DECOUPAGE,GREETING CARD,",15326.0,United Kingdom,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",15894.0,United Kingdom,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",17730.0,United Kingdom,0.42,12.0
84247G,"DECOUPAGE,GREETING CARD,",18245.0,United Kingdom,0.42,12.0
84247K,"FOLK ART GREETING CARD,pack/12",14083.0,United Kingdom,2.95,1.0
84247K,"FOLK ART GREETING CARD,pack/12",16395.0,United Kingdom,2.95,3.0
84247L,FAWN AND MUSHROOM GREETING CARD,12472.0,Germany,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,12527.0,Germany,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,13520.0,Switzerland,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,13815.0,Germany,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,15326.0,United Kingdom,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,15358.0,United Kingdom,0.42,12.0
84247L,FAWN AND MUSHROOM GREETING CARD,16983.0,United Kingdom,0.42,24.0
84247N,PACK/12 BLUE FOLKART CARDS,14083.0,United Kingdom,2.95,1.0
84247N,PACK/12 BLUE FOLKART CARDS,15460.0,United Kingdom,2.95,1.0
84247N,PACK/12 BLUE FOLKART CARDS,16395.0,United Kingdom,2.95,3.0
84247N,PACK/12 BLUE FOLKART CARDS,17341.0,United Kingdom,2.95,1.0
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",18245.0,United Kingdom,0.42,12.0
84251B,"GREETING CARD, STICKY GORDON",12484.0,Spain,0.19,12.0
84251B,"GREETING CARD, STICKY GORDON",15607.0,United Kingdom,0.19,12.0
84251C,"GREETING CARD, TWO SISTERS.",12484.0,Spain,0.19,12.0
84251G,"GREETING CARD, OVERCROWDED POOL.",15607.0,United Kingdom,0.19,12.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,12567.0,France,3.75,4.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,12682.0,France,3.75,4.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,13458.0,United Kingdom,3.75,4.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,13898.0,United Kingdom,3.75,4.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,14911.0,EIRE,3.75,4.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,15101.0,United Kingdom,3.39,12.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,15967.0,United Kingdom,3.75,1.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,17551.0,United Kingdom,3.75,2.0
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,17965.0,United Kingdom,3.75,2.0
84313B,BLUE TV TRAY TABLE,15039.0,United Kingdom,4.25,4.0
84313B,BLUE TV TRAY TABLE,17375.0,United Kingdom,4.25,2.0
84313C,ORANGE TV TRAY TABLE,17375.0,United Kingdom,4.25,1.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,12472.0,Germany,0.85,12.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,12748.0,United Kingdom,0.85,1.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,13649.0,United Kingdom,0.85,2.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,15923.0,United Kingdom,0.85,1.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,16065.0,United Kingdom,0.85,1.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,16710.0,United Kingdom,0.85,5.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,16795.0,United Kingdom,0.85,8.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,16898.0,United Kingdom,0.85,1.0
84341B,SMALL PINK MAGIC CHRISTMAS TREE,17827.0,United Kingdom,0.85,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12540.0,Spain,2.55,36.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12662.0,Germany,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12748.0,United Kingdom,2.55,4.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12867.0,United Kingdom,2.55,10.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12971.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,13174.0,United Kingdom,2.55,4.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,13319.0,United Kingdom,2.55,12.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,14060.0,United Kingdom,2.55,96.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,14307.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,14334.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,14414.0,United Kingdom,2.55,12.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15061.0,United Kingdom,1.88,1200.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15081.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15197.0,United Kingdom,2.55,42.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15260.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15570.0,United Kingdom,2.55,10.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15574.0,United Kingdom,2.55,1.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,15983.0,United Kingdom,2.55,60.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16065.0,United Kingdom,2.55,7.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16168.0,United Kingdom,2.1,120.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16558.0,United Kingdom,2.55,18.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16710.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16727.0,United Kingdom,2.55,5.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16905.0,United Kingdom,2.55,48.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,16931.0,United Kingdom,2.55,1.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17135.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17230.0,United Kingdom,2.55,24.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17338.0,United Kingdom,2.55,12.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17340.0,United Kingdom,2.55,24.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17581.0,United Kingdom,2.55,18.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17714.0,United Kingdom,2.55,6.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17897.0,United Kingdom,2.55,5.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17976.0,United Kingdom,2.55,1.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,14606.0,United Kingdom,16.95,4.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,14911.0,EIRE,16.95,1.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,15880.0,United Kingdom,16.95,1.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,16950.0,United Kingdom,14.95,4.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,17790.0,United Kingdom,16.95,1.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,17841.0,United Kingdom,16.95,3.0
84356,POMPOM CURTAIN,12490.0,France,1.95,12.0
84356,POMPOM CURTAIN,13253.0,United Kingdom,1.95,12.0
84356,POMPOM CURTAIN,13468.0,United Kingdom,1.95,12.0
84356,POMPOM CURTAIN,14258.0,United Kingdom,1.95,36.0
84356,POMPOM CURTAIN,14298.0,United Kingdom,1.95,36.0
84356,POMPOM CURTAIN,14715.0,United Kingdom,6.95,5.0
84356,POMPOM CURTAIN,15555.0,United Kingdom,6.95,1.0
84356,POMPOM CURTAIN,17696.0,United Kingdom,6.95,2.0
84358,FLOOR LAMP SHADE WOOD BASE,13097.0,United Kingdom,9.95,2.0
84358,FLOOR LAMP SHADE WOOD BASE,13506.0,United Kingdom,9.95,1.0
84360,TABLE LAMP WHITE SHADE WOOD BASE,13097.0,United Kingdom,5.95,2.0
84360,TABLE LAMP WHITE SHADE WOOD BASE,14696.0,United Kingdom,5.95,2.0
84360,TABLE LAMP WHITE SHADE WOOD BASE,15945.0,United Kingdom,4.65,36.0
84360,TABLE LAMP WHITE SHADE WOOD BASE,17969.0,United Kingdom,5.95,2.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12356.0,Portugal,2.1,36.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12383.0,Belgium,2.1,24.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12395.0,Belgium,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12433.0,Norway,2.1,48.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12472.0,Germany,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12489.0,France,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12683.0,France,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12726.0,France,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12728.0,France,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12766.0,Portugal,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,12841.0,United Kingdom,2.1,1.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13081.0,United Kingdom,2.1,24.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13093.0,United Kingdom,2.1,24.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13173.0,United Kingdom,2.1,1.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13174.0,United Kingdom,2.1,2.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13280.0,United Kingdom,2.1,2.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13327.0,United Kingdom,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13328.0,United Kingdom,1.85,144.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13402.0,United Kingdom,2.1,24.0
84375,SET OF 20 KIDS COOKIE CUTTERS,13983.0,United Kingdom,2.1,12.0
84375,SET OF 20 KIDS COOKIE CUTTERS,14049.0,United Kingdom,2.1,6.0
84375,SET OF 20 KIDS COOKIE CUTTERS,14081.0,United Kingdom,2.1,3.0
84375,SET OF 20 KIDS COOKIE CUTTERS,14085.0,United Kingdom,2.1,7.0
